área (m²),quartos,vagas de garagem,tipo de imóvel,custo (R$/m²),valor da região
55.0,2,1,Apartamento,44.62,Média
59.0,1,0,Apartamento,53.12,Média
56.0,2,1,Apartamento,46.86,Barata
35.0,1,1,Apartamento,58.46,Barata
52.0,2,1,Apartamento,36.33,Barata
38.0,1,2,Apartamento,112.61,Cara
61.0,3,1,Apartamento,41.51,Barata
35.0,1,1,Apartamento,140.43,Cara
45.0,2,0,Apartamento,29.27,Muito barata
28.0,1,0,Studio e kitnet,130.07,Média
35.0,1,1,Apartamento,83.26,Média
37.0,1,1,Apartamento,146.03,Cara
53.0,2,1,Apartamento,53.53,Barata
27.0,1,0,Studio e kitnet,43.48,Média
37.0,1,1,Apartamento,112.16,Cara
35.0,1,1,Apartamento,58.23,Barata
31.0,1,1,Studio e kitnet,141.77,Cara
28.0,1,1,Studio e kitnet,150.86,Cara
30.0,1,0,Studio e kitnet,89.37,Cara
35.0,1,1,Apartamento,64.4,Média
60.0,2,1,Casa,29.67,Muito barata
50.0,2,0,Apartamento,76.82,Barata
57.0,2,1,Apartamento,47.54,Barata
56.0,2,1,Apartamento,27.18,Média
52.0,2,1,Apartamento,47.96,Barata
98.0,3,2,Casa,43.68,Barata
52.0,2,1,Apartamento,40.19,Barata
69.0,3,1,Apartamento,30.22,Muito barata
55.0,2,1,Apartamento,69.27,Barata
22.0,1,0,Studio e kitnet,103.14,Média
36.0,1,1,Apartamento,76.5,Barata
73.0,1,0,Apartamento,27.51,Barata
50.0,1,0,Apartamento,50.18,Cara
37.0,1,1,Apartamento,103.24,Média
45.0,2,0,Apartamento,45.51,Barata
45.0,2,1,Apartamento,48.73,Barata
74.0,1,2,Apartamento,94.12,Cara
50.0,2,1,Apartamento,73.0,Média
43.0,1,1,Apartamento,100.7,Cara
80.0,3,2,Apartamento,83.06,Média
48.0,2,1,Apartamento,58.35,Barata
32.0,1,0,Studio e kitnet,109.78,Média
42.0,1,1,Studio e kitnet,56.05,Média
29.0,1,0,Studio e kitnet,121.24,Cara
67.0,2,0,Casa,23.66,Muito barata
60.0,2,1,Casa em condomínio,33.02,Muito barata
65.0,2,1,Casa em condomínio,53.52,Barata
70.0,2,2,Casa em condomínio,26.83,Muito barata
55.0,2,1,Apartamento,75.29,Barata
45.0,1,0,Casa,27.24,Barata
18.0,1,0,Studio e kitnet,62.28,Barata
45.0,2,1,Apartamento,35.6,Muito barata
90.0,3,1,Casa,40.27,Cara
37.0,1,0,Apartamento,35.03,Muito barata
100.0,3,0,Casa,21.81,Barata
45.0,2,0,Apartamento,26.82,Barata
80.0,2,0,Apartamento,18.65,Barata
80.0,3,0,Casa,22.94,Muito barata
60.0,1,0,Casa,22.52,Barata
40.0,1,0,Apartamento,51.72,Média
50.0,1,0,Casa,28.14,Barata
60.0,2,0,Casa,23.15,Barata
50.0,2,1,Casa,32.2,Muito barata
58.0,2,1,Apartamento,61.74,Barata
87.0,1,1,Casa,29.95,Barata
40.0,1,0,Studio e kitnet,39.48,Média
60.0,2,2,Apartamento,32.48,Muito barata
50.0,2,1,Apartamento,50.7,Barata
58.0,3,1,Apartamento,36.84,Barata
29.0,1,0,Studio e kitnet,49.83,Barata
35.0,1,0,Apartamento,57.0,Média
50.0,1,1,Apartamento,95.64,Barata
67.0,2,0,Apartamento,29.28,Barata
37.0,1,0,Studio e kitnet,48.76,Muito barata
70.0,2,0,Casa,22.3,Barata
47.0,2,1,Apartamento,38.64,Barata
75.0,1,1,Casa,17.51,Muito barata
42.0,1,0,Apartamento,56.31,Média
49.0,2,1,Apartamento,71.2,Média
37.0,2,0,Apartamento,62.27,Barata
60.0,2,1,Apartamento,49.93,Cara
57.0,2,1,Apartamento,65.72,Média
60.0,1,0,Casa,17.37,Muito barata
39.0,2,0,Apartamento,40.97,Muito barata
60.0,3,1,Apartamento,36.9,Muito barata
30.0,1,0,Studio e kitnet,43.97,Média
41.0,2,0,Apartamento,38.0,Barata
54.0,1,1,Apartamento,72.57,Barata
38.0,1,0,Studio e kitnet,65.37,Média
20.0,1,0,Studio e kitnet,124.45,Média
28.0,1,0,Studio e kitnet,78.04,Média
62.0,1,0,Apartamento,29.87,Barata
54.0,2,0,Apartamento,27.17,Muito barata
18.0,1,0,Studio e kitnet,77.33,Barata
49.0,2,1,Apartamento,40.94,Barata
50.0,2,1,Apartamento,77.4,Média
36.0,1,0,Apartamento,42.33,Barata
58.0,2,1,Apartamento,31.57,Barata
30.0,1,0,Studio e kitnet,43.0,Barata
60.0,2,1,Apartamento,47.77,Média
34.0,1,1,Casa,42.94,Barata
30.0,1,1,Studio e kitnet,65.0,Barata
50.0,1,0,Casa,25.66,Muito barata
51.0,2,1,Apartamento,56.24,Barata
49.0,2,1,Apartamento,44.45,Barata
40.0,1,0,Apartamento,37.02,Barata
45.0,2,0,Apartamento,39.78,Barata
70.0,2,1,Apartamento,19.43,Muito barata
35.0,1,0,Studio e kitnet,48.69,Média
47.0,2,1,Apartamento,51.04,Barata
47.0,2,1,Apartamento,113.38,Média
60.0,2,1,Apartamento,35.37,Barata
49.0,2,1,Casa,34.29,Barata
37.0,1,1,Apartamento,96.7,Média
62.0,2,2,Apartamento,54.42,Barata
55.0,2,1,Apartamento,59.09,Barata
50.0,2,1,Apartamento,36.22,Muito barata
40.0,1,1,Apartamento,64.9,Barata
70.0,3,0,Casa,29.06,Barata
49.0,2,1,Apartamento,26.29,Muito barata
100.0,3,0,Casa,41.13,Média
50.0,1,0,Casa,25.94,Barata
38.0,2,0,Apartamento,43.79,Barata
75.0,2,0,Apartamento,28.71,Barata
35.0,1,0,Studio e kitnet,56.51,Barata
50.0,2,1,Apartamento,37.62,Barata
47.0,2,0,Apartamento,52.15,Barata
38.0,1,1,Apartamento,81.79,Cara
50.0,2,1,Apartamento,41.34,Muito barata
51.0,2,1,Apartamento,63.14,Barata
52.0,2,1,Apartamento,54.06,Barata
50.0,2,1,Apartamento,37.08,Muito barata
50.0,2,0,Apartamento,34.22,Barata
50.0,2,1,Apartamento,36.3,Barata
48.0,2,0,Apartamento,49.29,Barata
85.0,2,2,Casa em condomínio,52.84,Barata
33.0,1,1,Studio e kitnet,95.52,Média
40.0,1,1,Studio e kitnet,29.85,Barata
36.0,1,1,Apartamento,47.06,Muito barata
56.0,1,1,Apartamento,76.23,Cara
64.0,2,1,Apartamento,45.94,Barata
69.0,2,1,Apartamento,52.58,Barata
48.0,2,2,Apartamento,61.67,Média
30.0,1,0,Casa,45.1,Barata
68.0,2,1,Apartamento,56.75,Média
51.0,2,1,Apartamento,36.27,Muito barata
80.0,2,1,Apartamento,39.08,Muito barata
34.0,1,0,Studio e kitnet,59.85,Média
45.0,2,0,Apartamento,68.93,Média
41.0,2,1,Apartamento,35.56,Muito barata
58.0,1,0,Apartamento,46.36,Média
44.0,1,0,Casa,26.07,Muito barata
54.0,2,1,Apartamento,34.43,Barata
75.0,2,1,Casa,22.93,Barata
54.0,1,1,Casa,49.24,Barata
50.0,2,0,Apartamento,35.18,Barata
100.0,3,2,Casa,42.36,Barata
54.0,1,0,Apartamento,36.33,Barata
40.0,2,0,Apartamento,82.4,Barata
26.0,1,0,Studio e kitnet,44.77,Média
35.0,1,0,Apartamento,53.37,Média
49.0,1,1,Apartamento,65.88,Média
43.0,2,0,Apartamento,51.79,Barata
60.0,2,0,Casa,24.58,Muito barata
50.0,2,1,Apartamento,40.72,Barata
60.0,2,0,Casa em condomínio,46.42,Barata
27.0,1,0,Studio e kitnet,56.15,Barata
49.0,2,1,Apartamento,47.71,Muito barata
38.0,1,0,Studio e kitnet,33.37,Muito barata
70.0,2,0,Apartamento,38.34,Barata
37.0,1,0,Apartamento,48.38,Barata
60.0,2,1,Apartamento,68.28,Barata
63.0,2,1,Apartamento,98.35,Cara
36.0,1,0,Casa,33.94,Barata
65.0,2,1,Apartamento,43.17,Barata
60.0,2,1,Casa em condomínio,46.42,Barata
54.0,2,2,Apartamento,54.43,Barata
52.0,2,1,Apartamento,48.94,Muito barata
60.0,3,1,Apartamento,39.12,Barata
58.0,2,1,Apartamento,44.17,Barata
70.0,2,1,Apartamento,53.46,Barata
40.0,1,0,Casa,32.52,Barata
56.0,2,1,Apartamento,60.12,Barata
66.0,3,2,Apartamento,51.79,Barata
35.0,0,0,Studio e kitnet,51.94,Barata
49.0,2,1,Apartamento,52.53,Barata
57.0,2,2,Apartamento,37.88,Barata
60.0,2,1,Apartamento,48.57,Barata
54.0,2,1,Apartamento,76.46,Média
43.0,2,1,Apartamento,43.77,Barata
81.0,2,2,Casa em condomínio,50.14,Barata
52.0,2,1,Apartamento,72.42,Barata
45.0,1,0,Casa,32.44,Barata
20.0,1,0,Studio e kitnet,77.9,Barata
45.0,1,0,Apartamento,111.04,Muito cara
40.0,1,0,Casa em condomínio,29.12,Muito barata
23.0,1,0,Studio e kitnet,87.17,Barata
67.0,1,1,Apartamento,110.48,Cara
20.0,1,0,Studio e kitnet,126.15,Média
50.0,1,1,Apartamento,88.02,Média
52.0,2,0,Apartamento,45.1,Barata
80.0,1,2,Apartamento,55.55,Barata
77.0,3,0,Apartamento,40.51,Barata
30.0,1,0,Studio e kitnet,94.77,Média
44.0,1,1,Apartamento,112.59,Média
80.0,3,1,Apartamento,34.8,Barata
53.0,2,1,Apartamento,82.4,Média
32.0,1,0,Studio e kitnet,101.12,Média
37.0,1,0,Studio e kitnet,68.62,Média
53.0,2,1,Apartamento,34.79,Muito barata
38.0,1,0,Apartamento,72.61,Barata
75.0,3,1,Apartamento,50.79,Barata
18.0,1,0,Studio e kitnet,83.0,Barata
38.0,1,0,Apartamento,40.37,Média
19.0,1,0,Studio e kitnet,61.42,Barata
30.0,1,0,Studio e kitnet,117.8,Média
60.0,3,0,Apartamento,26.62,Muito barata
49.0,2,1,Apartamento,105.94,Média
48.0,1,1,Apartamento,100.19,Média
40.0,1,1,Studio e kitnet,53.75,Média
54.0,2,1,Apartamento,58.33,Barata
61.0,2,1,Apartamento,33.95,Barata
49.0,1,0,Apartamento,65.73,Média
95.0,2,1,Casa,45.0,Barata
56.0,2,1,Apartamento,55.21,Barata
69.0,3,0,Apartamento,40.14,Barata
17.0,1,0,Studio e kitnet,76.35,Barata
48.0,2,1,Apartamento,27.12,Muito barata
60.0,2,0,Apartamento,34.38,Barata
40.0,1,0,Studio e kitnet,60.92,Barata
36.0,1,1,Studio e kitnet,77.78,Barata
51.0,2,1,Apartamento,73.39,Barata
42.0,2,0,Apartamento,55.21,Barata
58.0,2,1,Apartamento,28.59,Muito barata
44.0,0,0,Studio e kitnet,49.09,Média
47.0,2,1,Apartamento,56.68,Barata
46.0,2,1,Apartamento,45.02,Barata
51.0,2,1,Apartamento,76.59,Média
75.0,2,2,Apartamento,41.52,Barata
52.0,2,0,Apartamento,30.17,Barata
42.0,2,0,Apartamento,57.19,Barata
76.0,2,0,Apartamento,52.32,Cara
90.0,2,0,Casa,30.36,Cara
70.0,2,0,Apartamento,19.29,Muito barata
58.0,2,2,Apartamento,48.29,Barata
52.0,1,0,Apartamento,49.56,Barata
46.0,1,1,Apartamento,117.0,Média
49.0,2,1,Apartamento,84.33,Barata
50.0,2,1,Apartamento,51.04,Barata
73.0,3,1,Apartamento,57.97,Barata
40.0,2,0,Apartamento,48.68,Barata
67.0,2,1,Apartamento,73.36,Média
62.0,2,1,Apartamento,101.08,Cara
22.0,1,0,Studio e kitnet,131.73,Muito cara
37.0,2,0,Apartamento,72.38,Barata
62.0,2,1,Apartamento,43.81,Barata
36.0,1,0,Apartamento,119.17,Muito cara
45.0,1,1,Studio e kitnet,43.8,Média
29.0,1,0,Studio e kitnet,76.83,Cara
62.0,2,1,Apartamento,71.15,Barata
73.0,2,0,Apartamento,27.53,Barata
43.0,2,1,Apartamento,91.4,Média
68.0,3,1,Apartamento,39.46,Barata
72.0,2,1,Apartamento,33.1,Média
23.0,1,0,Studio e kitnet,130.52,Cara
19.0,1,0,Studio e kitnet,90.16,Média
51.0,1,1,Apartamento,91.29,Cara
60.0,1,1,Casa,25.03,Muito barata
58.0,2,1,Apartamento,60.52,Cara
50.0,2,1,Apartamento,133.06,Barata
45.0,2,1,Apartamento,66.51,Barata
38.0,2,0,Apartamento,72.61,Barata
41.0,1,1,Apartamento,121.34,Média
59.0,2,1,Apartamento,60.14,Barata
36.0,1,1,Apartamento,124.72,Cara
65.0,3,1,Apartamento,55.22,Barata
42.0,2,0,Apartamento,65.69,Barata
39.0,1,1,Apartamento,85.21,Média
68.0,2,1,Apartamento,53.41,Barata
60.0,2,1,Apartamento,52.52,Barata
75.0,3,2,Apartamento,76.47,Barata
40.0,2,0,Apartamento,58.02,Barata
40.0,2,1,Apartamento,48.2,Barata
34.0,1,0,Studio e kitnet,74.79,Barata
79.0,3,1,Apartamento,33.41,Barata
32.0,1,0,Studio e kitnet,39.69,Barata
50.0,1,1,Apartamento,97.96,Cara
70.0,2,2,Apartamento,96.9,Cara
74.0,3,1,Apartamento,66.89,Barata
73.0,3,1,Apartamento,51.12,Média
50.0,2,1,Apartamento,58.88,Barata
57.0,2,1,Apartamento,58.07,Barata
55.0,2,1,Apartamento,65.87,Barata
45.0,2,1,Apartamento,67.82,Barata
60.0,2,0,Apartamento,65.58,Média
44.0,1,1,Apartamento,80.16,Cara
41.0,2,0,Apartamento,42.05,Barata
40.0,1,1,Apartamento,78.32,Média
53.0,2,1,Apartamento,40.19,Barata
67.0,3,2,Apartamento,71.25,Barata
24.0,1,0,Studio e kitnet,144.08,Média
40.0,1,1,Apartamento,100.38,Média
45.0,2,0,Apartamento,75.16,Barata
58.0,1,0,Apartamento,42.4,Média
70.0,1,1,Apartamento,74.09,Média
69.0,2,0,Apartamento,27.32,Muito barata
51.0,1,1,Apartamento,103.08,Média
80.0,3,0,Apartamento,30.65,Barata
70.0,2,0,Apartamento,43.19,Cara
63.0,2,2,Apartamento,54.71,Barata
59.0,2,1,Apartamento,55.66,Média
50.0,2,1,Apartamento,62.04,Barata
65.0,2,1,Apartamento,48.4,Barata
80.0,3,2,Casa,28.94,Muito barata
50.0,1,1,Apartamento,39.8,Muito barata
15.0,1,0,Studio e kitnet,115.67,Média
63.0,2,0,Apartamento,33.19,Barata
60.0,2,1,Apartamento,75.78,Barata
22.0,1,0,Studio e kitnet,141.64,Média
35.0,1,1,Apartamento,183.37,Cara
64.0,2,2,Apartamento,59.09,Muito barata
100.0,2,1,Casa,27.02,Barata
45.0,1,1,Apartamento,118.76,Cara
51.0,1,1,Casa,54.24,Barata
48.0,1,1,Apartamento,80.0,Barata
55.0,1,0,Apartamento,40.62,Média
54.0,1,1,Apartamento,92.11,Cara
80.0,2,0,Apartamento,23.72,Barata
30.0,1,1,Studio e kitnet,124.27,Média
25.0,1,1,Studio e kitnet,151.64,Média
41.0,2,0,Apartamento,36.76,Muito barata
55.0,2,1,Apartamento,66.35,Média
54.0,2,1,Apartamento,34.67,Muito barata
80.0,2,1,Casa,32.41,Barata
36.0,1,1,Apartamento,108.64,Média
76.0,2,2,Apartamento,99.84,Cara
80.0,2,0,Casa,18.19,Barata
53.0,2,1,Apartamento,63.68,Barata
38.0,1,1,Apartamento,95.5,Média
46.0,2,1,Apartamento,45.98,Média
37.0,1,1,Apartamento,107.84,Cara
47.0,2,1,Apartamento,35.11,Muito barata
70.0,2,0,Apartamento,68.96,Cara
51.0,2,2,Apartamento,40.35,Muito barata
40.0,1,1,Apartamento,62.65,Média
67.0,2,1,Apartamento,67.93,Cara
30.0,1,0,Studio e kitnet,91.13,Barata
50.0,2,1,Apartamento,141.34,Cara
85.0,2,0,Casa,18.45,Muito barata
29.0,1,0,Studio e kitnet,95.17,Média
60.0,2,1,Apartamento,46.48,Barata
59.0,2,1,Apartamento,50.31,Barata
36.0,1,1,Apartamento,158.72,Cara
27.0,1,1,Studio e kitnet,159.89,Média
74.0,2,2,Casa,23.05,Muito barata
65.0,2,1,Apartamento,75.83,Média
44.0,2,1,Apartamento,43.45,Barata
100.0,4,0,Casa,37.53,Média
27.0,1,0,Studio e kitnet,54.67,Média
65.0,2,2,Apartamento,83.86,Média
52.0,1,0,Apartamento,31.15,Média
50.0,1,0,Apartamento,35.62,Barata
45.0,2,1,Apartamento,38.98,Barata
76.0,2,1,Apartamento,21.79,Muito barata
52.0,2,1,Apartamento,33.52,Muito barata
51.0,1,1,Apartamento,87.02,Média
61.0,1,2,Apartamento,68.85,Barata
55.0,2,1,Apartamento,52.25,Barata
70.0,2,1,Apartamento,45.54,Média
65.0,2,1,Apartamento,34.23,Barata
55.0,2,1,Apartamento,40.38,Barata
36.0,1,0,Apartamento,80.86,Barata
55.0,2,1,Apartamento,58.05,Barata
70.0,2,1,Apartamento,52.39,Barata
74.0,3,1,Apartamento,45.42,Barata
30.0,1,0,Studio e kitnet,80.8,Média
52.0,1,1,Apartamento,43.48,Barata
40.0,1,1,Apartamento,68.4,Média
24.0,1,0,Studio e kitnet,138.12,Cara
78.0,3,1,Apartamento,42.13,Média
56.0,2,1,Apartamento,40.62,Média
53.0,1,2,Apartamento,102.34,Cara
34.0,1,0,Studio e kitnet,82.24,Barata
60.0,1,1,Casa em condomínio,26.65,Barata
67.0,1,1,Casa,23.07,Barata
36.0,1,1,Studio e kitnet,76.19,Média
63.0,3,1,Apartamento,36.76,Barata
60.0,2,1,Apartamento,69.1,Média
66.0,1,1,Apartamento,53.06,Média
80.0,2,0,Casa,22.22,Barata
34.0,1,0,Casa,47.53,Barata
38.0,2,0,Apartamento,87.5,Barata
31.0,1,1,Studio e kitnet,82.84,Média
60.0,2,1,Casa,30.82,Barata
95.0,2,2,Casa,25.21,Muito barata
60.0,1,0,Casa,21.22,Barata
38.0,1,0,Studio e kitnet,51.08,Média
60.0,2,0,Apartamento,36.48,Barata
50.0,1,0,Casa,23.1,Muito barata
37.0,2,0,Apartamento,42.38,Barata
58.0,2,1,Apartamento,43.88,Barata
35.0,1,0,Apartamento,42.77,Barata
60.0,2,1,Apartamento,24.73,Muito barata
57.0,2,1,Apartamento,69.51,Média
35.0,1,0,Apartamento,46.94,Barata
50.0,2,1,Apartamento,49.78,Barata
33.0,1,0,Studio e kitnet,61.09,Média
38.0,1,0,Studio e kitnet,54.24,Barata
60.0,1,0,Apartamento,42.22,Média
80.0,2,1,Apartamento,22.68,Barata
52.0,2,1,Apartamento,35.19,Muito barata
58.0,1,0,Apartamento,30.31,Muito barata
40.0,2,1,Apartamento,33.15,Muito barata
41.0,2,0,Apartamento,38.0,Barata
62.0,3,1,Apartamento,38.5,Muito barata
40.0,1,0,Casa,26.05,Muito barata
66.0,2,1,Apartamento,70.76,Barata
91.0,4,0,Casa,41.19,Cara
50.0,2,1,Apartamento,91.08,Média
40.0,2,0,Apartamento,44.05,Barata
47.0,2,1,Apartamento,55.62,Média
50.0,2,1,Apartamento,37.82,Muito barata
65.0,2,1,Apartamento,30.09,Barata
80.0,2,0,Apartamento,25.54,Barata
36.0,1,0,Apartamento,57.69,Barata
30.0,1,0,Casa,41.4,Barata
80.0,3,2,Casa,63.16,Cara
68.0,3,1,Apartamento,89.09,Cara
60.0,2,1,Apartamento,42.07,Barata
75.0,2,0,Casa,18.47,Muito barata
36.0,1,0,Apartamento,59.94,Barata
59.0,3,1,Apartamento,75.46,Barata
44.0,2,1,Apartamento,42.48,Muito barata
45.0,1,0,Apartamento,36.13,Barata
28.0,1,0,Studio e kitnet,79.25,Média
60.0,2,0,Apartamento,45.27,Barata
52.0,2,1,Apartamento,36.63,Barata
49.0,2,1,Apartamento,70.65,Média
75.0,2,1,Casa,25.01,Muito barata
60.0,2,0,Casa,23.97,Muito barata
50.0,2,1,Apartamento,27.28,Média
35.0,1,1,Studio e kitnet,40.66,Barata
50.0,1,1,Apartamento,92.0,Média
44.0,1,0,Apartamento,36.23,Barata
35.0,2,0,Apartamento,43.71,Barata
50.0,2,0,Apartamento,27.0,Barata
38.0,1,1,Apartamento,62.5,Barata
54.0,2,1,Apartamento,43.11,Barata
90.0,2,1,Casa em condomínio,29.0,Barata
56.0,2,1,Apartamento,61.3,Barata
52.0,2,1,Apartamento,92.15,Cara
55.0,1,1,Apartamento,94.93,Cara
50.0,1,0,Casa,29.2,Muito barata
50.0,2,0,Casa,27.02,Muito barata
77.0,2,2,Apartamento,70.48,Média
33.0,1,0,Studio e kitnet,48.3,Média
37.0,1,1,Studio e kitnet,71.92,Média
25.0,1,0,Studio e kitnet,54.08,Barata
40.0,1,0,Apartamento,87.85,Média
54.0,2,0,Apartamento,45.93,Barata
35.0,1,0,Studio e kitnet,35.63,Muito barata
60.0,1,0,Apartamento,23.42,Barata
44.0,2,0,Apartamento,36.27,Barata
33.0,1,0,Casa,42.67,Barata
58.0,3,1,Apartamento,46.53,Muito barata
40.0,1,1,Apartamento,64.97,Média
50.0,2,0,Casa,27.1,Muito barata
54.0,1,0,Casa,25.09,Barata
63.0,3,1,Apartamento,32.02,Muito barata
58.0,2,1,Apartamento,62.79,Barata
90.0,2,1,Casa,29.73,Muito barata
60.0,2,1,Casa,36.8,Barata
35.0,1,1,Studio e kitnet,62.34,Barata
37.0,1,0,Apartamento,44.35,Barata
60.0,2,1,Apartamento,47.98,Barata
36.0,1,1,Studio e kitnet,71.94,Barata
40.0,2,0,Apartamento,48.45,Média
72.0,1,2,Apartamento,92.46,Média
70.0,2,1,Apartamento,42.47,Barata
27.0,1,1,Studio e kitnet,101.63,Barata
49.0,2,1,Apartamento,58.0,Média
79.0,2,0,Apartamento,39.43,Barata
36.0,1,1,Apartamento,62.97,Barata
42.0,2,0,Apartamento,36.76,Barata
68.0,2,1,Apartamento,40.99,Média
63.0,2,1,Apartamento,85.44,Barata
58.0,2,1,Apartamento,39.21,Barata
80.0,2,0,Casa,31.39,Barata
38.0,0,0,Studio e kitnet,44.42,Barata
41.0,1,0,Studio e kitnet,80.46,Média
52.0,2,1,Apartamento,38.44,Muito barata
24.0,1,0,Studio e kitnet,122.17,Barata
30.0,1,1,Studio e kitnet,67.17,Barata
52.0,2,1,Apartamento,61.6,Muito barata
55.0,3,1,Apartamento,58.0,Barata
49.0,1,1,Apartamento,84.45,Cara
52.0,2,0,Apartamento,23.98,Barata
66.0,3,1,Apartamento,65.89,Média
50.0,1,0,Casa,25.02,Muito barata
42.0,2,0,Apartamento,40.19,Média
45.0,2,0,Apartamento,41.16,Barata
37.0,2,0,Apartamento,47.38,Barata
30.0,1,1,Studio e kitnet,101.0,Média
50.0,2,0,Casa,30.22,Média
50.0,2,1,Apartamento,41.56,Barata
69.0,3,1,Apartamento,60.3,Barata
30.0,1,1,Studio e kitnet,83.87,Barata
21.0,1,0,Studio e kitnet,78.1,Cara
48.0,2,1,Apartamento,61.0,Barata
51.0,2,0,Apartamento,35.92,Barata
64.0,2,1,Apartamento,29.78,Muito barata
50.0,2,1,Apartamento,48.02,Muito barata
61.0,3,1,Apartamento,46.02,Barata
60.0,3,1,Apartamento,65.33,Barata
62.0,3,1,Apartamento,34.87,Muito barata
33.0,1,1,Studio e kitnet,103.7,Média
53.0,2,1,Apartamento,107.43,Cara
75.0,2,0,Apartamento,50.13,Cara
62.0,2,1,Apartamento,33.31,Barata
50.0,2,1,Apartamento,61.7,Barata
28.0,1,0,Studio e kitnet,59.14,Barata
50.0,1,1,Apartamento,100.38,Cara
30.0,1,0,Casa,42.73,Barata
45.0,2,1,Apartamento,28.71,Muito barata
50.0,2,1,Apartamento,54.8,Barata
50.0,2,1,Apartamento,60.2,Barata
52.0,2,1,Apartamento,39.65,Barata
60.0,1,0,Casa,17.37,Muito barata
50.0,2,0,Apartamento,47.68,Barata
70.0,2,1,Apartamento,75.97,Média
37.0,1,1,Apartamento,114.19,Cara
54.0,2,2,Apartamento,71.96,Média
45.0,1,1,Apartamento,57.51,Barata
50.0,2,1,Apartamento,72.96,Barata
76.0,3,2,Apartamento,43.55,Muito barata
60.0,2,0,Casa,33.22,Barata
63.0,2,1,Casa,33.52,Média
31.0,1,0,Studio e kitnet,109.29,Cara
49.0,2,1,Apartamento,43.57,Média
35.0,1,1,Apartamento,112.74,Média
75.0,2,1,Apartamento,55.83,Média
40.0,1,1,Apartamento,79.2,Barata
45.0,2,1,Apartamento,35.56,Muito barata
45.0,2,0,Apartamento,47.04,Muito barata
50.0,2,1,Apartamento,81.54,Cara
52.0,2,1,Apartamento,46.63,Barata
53.0,1,0,Apartamento,48.47,Barata
43.0,1,1,Apartamento,57.09,Cara
53.0,2,1,Apartamento,55.43,Média
70.0,3,1,Apartamento,47.2,Barata
60.0,2,1,Apartamento,31.43,Média
40.0,1,1,Apartamento,92.0,Cara
50.0,2,1,Apartamento,38.06,Barata
27.0,1,0,Studio e kitnet,133.0,Cara
25.0,1,0,Studio e kitnet,85.88,Média
90.0,2,2,Casa,64.58,Barata
50.0,1,1,Apartamento,40.44,Barata
75.0,2,2,Apartamento,44.21,Média
25.0,1,0,Studio e kitnet,43.12,Barata
42.0,1,1,Apartamento,58.45,Média
73.0,3,1,Apartamento,35.62,Muito barata
41.0,2,0,Apartamento,74.54,Barata
38.0,1,0,Apartamento,47.45,Média
24.0,1,0,Studio e kitnet,68.62,Barata
44.0,1,1,Apartamento,70.05,Barata
54.0,2,1,Apartamento,37.89,Barata
29.0,1,0,Studio e kitnet,60.34,Média
70.0,2,1,Apartamento,41.93,Barata
75.0,2,0,Apartamento,46.57,Cara
35.0,1,0,Studio e kitnet,55.06,Barata
37.0,1,1,Apartamento,85.11,Média
36.0,1,1,Apartamento,65.42,Barata
80.0,2,0,Casa,36.86,Barata
20.0,1,1,Studio e kitnet,139.45,Média
43.0,2,1,Apartamento,53.79,Barata
70.0,2,1,Apartamento,43.06,Muito barata
37.0,1,0,Apartamento,47.92,Barata
66.0,2,2,Apartamento,53.59,Barata
45.0,1,1,Apartamento,66.42,Média
73.0,3,1,Apartamento,49.05,Barata
65.0,3,1,Apartamento,58.58,Barata
57.0,2,1,Apartamento,39.04,Muito barata
42.0,1,0,Apartamento,54.31,Média
92.0,3,1,Casa,39.51,Barata
27.0,1,0,Studio e kitnet,81.33,Média
30.0,1,1,Studio e kitnet,116.87,Média
41.0,1,1,Apartamento,44.63,Média
70.0,3,1,Casa,32.76,Barata
67.0,2,1,Apartamento,49.15,Barata
51.0,2,1,Apartamento,84.8,Média
25.0,1,0,Studio e kitnet,45.68,Barata
100.0,2,1,Casa,31.27,Barata
35.0,2,0,Apartamento,65.94,Média
45.0,1,1,Apartamento,68.2,Média
55.0,2,1,Apartamento,32.89,Barata
54.0,2,1,Apartamento,43.09,Muito barata
19.0,1,0,Studio e kitnet,176.32,Muito cara
48.0,2,1,Apartamento,49.73,Barata
45.0,1,1,Apartamento,93.6,Cara
80.0,3,1,Apartamento,37.39,Barata
70.0,2,0,Casa,34.41,Muito barata
64.0,2,1,Apartamento,43.45,Barata
37.0,1,1,Apartamento,97.41,Média
37.0,1,0,Apartamento,61.59,Barata
44.0,2,1,Apartamento,51.5,Barata
25.0,1,0,Studio e kitnet,72.56,Média
62.0,2,1,Apartamento,45.65,Muito barata
80.0,2,1,Apartamento,76.53,Cara
62.0,3,1,Apartamento,46.48,Barata
24.0,1,0,Studio e kitnet,66.96,Média
27.0,1,0,Studio e kitnet,132.44,Média
74.0,3,1,Apartamento,67.91,Média
77.0,2,1,Apartamento,86.4,Cara
80.0,2,2,Apartamento,65.89,Média
50.0,1,1,Casa,30.8,Muito barata
72.0,2,1,Apartamento,60.53,Cara
67.0,3,2,Apartamento,49.27,Muito barata
25.0,1,0,Studio e kitnet,157.88,Cara
70.0,2,1,Apartamento,59.29,Média
47.0,2,1,Apartamento,44.96,Barata
23.0,1,0,Studio e kitnet,118.0,Cara
67.0,2,1,Apartamento,71.97,Média
23.0,1,0,Studio e kitnet,160.65,Cara
50.0,2,1,Apartamento,34.72,Barata
